fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
23.5;46.5;24.5;11.5;39.5;15.5;20.5;72.5;52.5;46.5;35.5;6.0
31.5;57.5;5.5;13.5;45.5;27.5;39.5;154.5;56.5;28.5;32.5;6.0
32.5;73.5;3.5;15.5;29.5;31.5;39.5;43.5;53.5;21.5;41.5;6.0
24.5;46.5;5.5;6.5;51.5;36.5;42.5;116.5;65.5;21.5;28.5;5.0
28.5;21.5;26.5;13.5;32.5;28.5;44.5;152.5;55.5;18.5;21.5;4.0
46.5;7.5;39.5;7.5;32.5;6.5;6.5;139.5;35.5;22.5;34.5;7.0
59.5;25.5;48.5;15.5;68.5;6.5;6.5;213.5;24.5;29.5;41.5;7.0
43.5;17.5;42.5;27.5;72.5;7.5;12.5;177.5;43.5;43.5;41.5;7.0
26.5;36.5;2.5;17.5;32.5;7.5;10.5;111.5;52.5;22.5;32.5;4.0
32.5;73.5;3.5;15.5;29.5;31.5;39.5;43.5;53.5;21.5;41.5;6.0
43.5;53.5;21.5;42.5;59.5;30.5;65.5;287.5;34.5;14.5;21.5;6.0
27.5;51.5;6.5;22.5;41.5;18.5;84.5;269.5;65.5;19.5;13.5;5.0
47.5;46.5;20.5;7.5;43.5;10.5;17.5;152.5;27.5;13.5;19.5;5.0
31.5;73.5;2.5;15.5;33.5;30.5;31.5;126.5;60.5;29.5;37.5;6.0
39.5;17.5;31.5;31.5;107.5;14.5;22.5;128.5;34.5;42.5;43.5;6.0
27.5;51.5;6.5;22.5;41.5;18.5;84.5;269.5;65.5;19.5;13.5;5.0
43.5;53.5;21.5;42.5;59.5;30.5;65.5;287.5;34.5;14.5;21.5;6.0
44.5;80.5;16.5;22.5;51.5;9.5;26.5;299.5;46.5;28.5;26.5;5.0
45.5;90.5;14.5;21.5;48.5;8.5;24.5;304.5;45.5;29.5;25.5;6.0
62.5;41.5;40.5;24.5;31.5;29.5;52.5;153.5;27.5;43.5;44.5;7.0
23.5;47.5;2.5;22.5;37.5;32.5;60.5;97.5;55.5;20.5;35.5;6.0
62.5;107.5;36.5;69.5;75.5;23.5;94.5;357.5;34.5;32.5;11.5;5.0
27.5;20.5;26.5;13.5;36.5;30.5;48.5;152.5;56.5;22.5;22.5;5.0
27.5;62.5;5.5;19.5;43.5;16.5;82.5;267.5;65.5;21.5;17.5;5.0
56.5;34.5;25.5;12.5;47.5;10.5;14.5;282.5;34.5;29.5;11.5;6.0
27.5;62.5;5.5;19.5;43.5;16.5;82.5;267.5;65.5;21.5;17.5;5.0
27.5;57.5;5.5;17.5;45.5;17.5;84.5;269.5;65.5;22.5;18.5;6.0
26.5;50.5;3.5;19.5;45.5;27.5;39.5;137.5;54.5;22.5;29.5;6.0
38.5;17.5;41.5;21.5;43.5;17.5;39.5;75.5;43.5;41.5;48.5;7.0
26.5;50.5;3.5;19.5;45.5;27.5;39.5;137.5;54.5;22.5;29.5;6.0
38.5;17.5;41.5;21.5;43.5;17.5;39.5;75.5;43.5;41.5;48.5;7.0
38.5;119.5;4.5;34.5;49.5;6.5;7.5;318.5;60.5;13.5;33.5;3.0
44.5;17.5;38.5;24.5;21.5;10.5;35.5;144.5;52.5;33.5;41.5;5.0
29.5;58.5;12.5;21.5;45.5;16.5;29.5;263.5;70.5;33.5;31.5;7.0
29.5;58.5;12.5;21.5;45.5;16.5;29.5;263.5;70.5;33.5;31.5;7.0
23.5;50.5;8.5;63.5;25.5;11.5;14.5;180.5;53.5;23.5;31.5;7.0
23.5;50.5;8.5;63.5;25.5;11.5;14.5;180.5;53.5;23.5;31.5;7.0
47.5;48.5;22.5;30.5;46.5;15.5;106.5;292.5;35.5;23.5;13.5;5.0
27.5;43.5;29.5;24.5;49.5;12.5;74.5;194.5;51.5;35.5;33.5;5.0
16.5;46.5;2.5;17.5;44.5;6.5;5.5;92.5;71.5;18.5;38.5;6.0
29.5;41.5;15.5;21.5;43.5;34.5;57.5;121.5;55.5;23.5;31.5;6.0
28.5;17.5;41.5;3.5;24.5;7.5;7.5;27.5;41.5;16.5;38.5;6.0
48.5;25.5;50.5;40.5;88.5;3.5;7.5;153.5;35.5;21.5;55.5;6.0
46.5;14.5;48.5;74.5;75.5;3.5;5.5;320.5;30.5;24.5;32.5;6.0
55.5;35.5;46.5;28.5;30.5;4.5;4.5;220.5;45.5;26.5;45.5;6.0
49.5;27.5;48.5;49.5;59.5;3.5;6.5;193.5;39.5;28.5;45.5;7.0
28.5;17.5;41.5;3.5;24.5;7.5;7.5;27.5;41.5;16.5;38.5;6.0
41.5;18.5;42.5;17.5;44.5;3.5;2.5;109.5;39.5;31.5;42.5;6.0
8.5;73.5;21.5;6.5;100.5;7.5;58.5;55.5;74.5;25.5;33.5;5.0
23.5;29.5;33.5;73.5;49.5;26.5;41.5;299.5;50.5;28.5;22.5;6.0
39.5;22.5;34.5;17.5;46.5;32.5;75.5;194.5;42.5;36.5;33.5;6.0
39.5;55.5;14.5;11.5;37.5;38.5;42.5;105.5;50.5;53.5;41.5;6.0
51.5;29.5;39.5;19.5;56.5;10.5;19.5;286.5;36.5;20.5;26.5;5.0
39.5;22.5;34.5;17.5;46.5;32.5;75.5;194.5;42.5;36.5;33.5;6.0
39.5;55.5;14.5;11.5;37.5;38.5;42.5;105.5;50.5;53.5;41.5;6.0
23.5;29.5;33.5;73.5;49.5;26.5;41.5;299.5;50.5;28.5;22.5;6.0
41.5;36.5;29.5;19.5;20.5;14.5;24.5;110.5;30.5;44.5;35.5;5.0
41.5;8.5;38.5;12.5;29.5;51.5;73.5;170.5;59.5;51.5;33.5;7.0
49.5;10.5;35.5;19.5;26.5;50.5;69.5;286.5;59.5;54.5;23.5;6.0
39.5;64.5;21.5;17.5;58.5;11.5;71.5;263.5;32.5;23.5;9.5;4.0
41.5;36.5;29.5;19.5;20.5;14.5;24.5;110.5;30.5;44.5;35.5;5.0
42.5;19.5;40.5;33.5;28.5;10.5;15.5;84.5;42.5;37.5;43.5;7.0
21.5;53.5;3.5;12.5;45.5;8.5;21.5;270.5;79.5;37.5;26.5;5.0
29.5;53.5;3.5;13.5;39.5;13.5;34.5;271.5;60.5;29.5;18.5;5.0
31.5;28.5;31.5;12.5;43.5;29.5;62.5;244.5;57.5;23.5;13.5;6.0
29.5;53.5;3.5;13.5;39.5;13.5;34.5;271.5;60.5;29.5;18.5;5.0
21.5;53.5;3.5;12.5;45.5;8.5;21.5;270.5;79.5;37.5;26.5;5.0
43.5;16.5;40.5;19.5;25.5;19.5;68.5;132.5;51.5;36.5;41.5;6.0
43.5;16.5;40.5;19.5;25.5;19.5;68.5;132.5;51.5;36.5;41.5;6.0
75.5;57.5;52.5;5.5;36.5;6.5;22.5;289.5;19.5;24.5;25.5;4.0
27.5;25.5;40.5;27.5;33.5;23.5;38.5;36.5;46.5;36.5;52.5;7.0
17.5;35.5;19.5;7.5;38.5;7.5;7.5;68.5;73.5;18.5;37.5;5.0
51.5;19.5;54.5;17.5;39.5;13.5;21.5;107.5;48.5;40.5;47.5;7.0
54.5;13.5;51.5;53.5;47.5;9.5;13.5;93.5;31.5;16.5;48.5;7.0
56.5;32.5;42.5;24.5;57.5;13.5;48.5;303.5;34.5;28.5;21.5;7.0
53.5;39.5;36.5;19.5;59.5;10.5;41.5;312.5;36.5;24.5;17.5;7.0
38.5;16.5;51.5;40.5;55.5;11.5;20.5;101.5;39.5;28.5;44.5;7.0
57.5;33.5;44.5;13.5;36.5;7.5;16.5;146.5;26.5;43.5;34.5;7.0
57.5;33.5;60.5;43.5;57.5;11.5;20.5;269.5;41.5;63.5;43.5;7.0
38.5;14.5;50.5;15.5;58.5;6.5;8.5;60.5;38.5;26.5;47.5;7.0
44.5;2.5;47.5;11.5;40.5;10.5;17.5;139.5;53.5;40.5;42.5;7.0
44.5;2.5;47.5;11.5;40.5;10.5;17.5;139.5;53.5;40.5;42.5;7.0
44.5;2.5;47.5;11.5;40.5;10.5;17.5;139.5;53.5;40.5;42.5;7.0
38.5;14.5;50.5;15.5;58.5;6.5;8.5;60.5;38.5;26.5;47.5;7.0
37.5;17.5;42.5;17.5;23.5;6.5;6.5;128.5;43.5;32.5;35.5;7.0
57.5;20.5;50.5;15.5;17.5;5.5;5.5;79.5;32.5;33.5;44.5;7.0
31.5;32.5;42.5;26.5;47.5;6.5;7.5;129.5;56.5;18.5;45.5;6.0
40.5;7.5;54.5;12.5;55.5;9.5;19.5;201.5;48.5;31.5;25.5;5.0
45.5;22.5;54.5;15.5;74.5;5.5;6.5;147.5;43.5;26.5;36.5;6.0
50.5;24.5;54.5;13.5;53.5;12.5;47.5;176.5;41.5;22.5;34.5;6.0
19.5;47.5;14.5;19.5;80.5;25.5;32.5;113.5;59.5;35.5;36.5;7.0
35.5;50.5;7.5;13.5;54.5;12.5;28.5;262.5;48.5;25.5;21.5;5.0
40.5;36.5;29.5;12.5;23.5;18.5;34.5;112.5;28.5;49.5;34.5;6.0
26.5;46.5;16.5;7.5;43.5;7.5;14.5;163.5;39.5;26.5;11.5;5.0
21.5;47.5;4.5;15.5;76.5;6.5;12.5;206.5;50.5;33.5;13.5;5.0
43.5;13.5;41.5;13.5;64.5;20.5;23.5;134.5;27.5;33.5;35.5;6.0
40.5;36.5;29.5;12.5;23.5;18.5;34.5;112.5;28.5;49.5;34.5;6.0
38.5;20.5;42.5;21.5;30.5;24.5;44.5;141.5;46.5;50.5;33.5;6.0
45.5;25.5;43.5;21.5;67.5;6.5;6.5;170.5;25.5;22.5;42.5;7.0
40.5;62.5;22.5;15.5;62.5;23.5;104.5;260.5;25.5;12.5;9.5;5.0
45.5;28.5;45.5;21.5;33.5;29.5;42.5;69.5;32.5;24.5;45.5;6.0
22.5;46.5;11.5;28.5;44.5;7.5;18.5;218.5;58.5;25.5;23.5;5.0
59.5;12.5;50.5;12.5;31.5;6.5;6.5;253.5;45.5;51.5;32.5;6.0
59.5;12.5;50.5;12.5;31.5;6.5;6.5;253.5;45.5;51.5;32.5;6.0
56.5;25.5;52.5;21.5;68.5;6.5;9.5;197.5;34.5;29.5;39.5;7.0
40.5;20.5;46.5;9.5;44.5;6.5;8.5;171.5;64.5;27.5;29.5;5.0
43.5;19.5;43.5;62.5;38.5;7.5;9.5;209.5;42.5;26.5;44.5;7.0
27.5;29.5;32.5;15.5;48.5;35.5;68.5;237.5;56.5;16.5;12.5;5.0
27.5;29.5;32.5;15.5;48.5;35.5;68.5;237.5;56.5;16.5;12.5;5.0
39.5;50.5;31.5;24.5;72.5;31.5;107.5;293.5;27.5;14.5;8.5;5.0
25.5;28.5;34.5;36.5;26.5;9.5;25.5;63.5;40.5;13.5;36.5;7.0
77.5;34.5;51.5;5.5;40.5;3.5;2.5;231.5;25.5;27.5;25.5;5.0
46.5;39.5;32.5;12.5;30.5;8.5;13.5;282.5;44.5;35.5;26.5;6.0
50.5;101.5;28.5;12.5;44.5;13.5;24.5;245.5;37.5;26.5;21.5;5.0
28.5;41.5;34.5;15.5;35.5;49.5;66.5;65.5;46.5;46.5;52.5;6.0
46.5;39.5;32.5;12.5;30.5;8.5;13.5;282.5;44.5;35.5;26.5;6.0
77.5;34.5;51.5;5.5;40.5;3.5;2.5;231.5;25.5;27.5;25.5;5.0
29.5;48.5;2.5;13.5;29.5;7.5;7.5;144.5;57.5;22.5;36.5;6.0
53.5;20.5;41.5;5.5;31.5;3.5;3.5;85.5;31.5;19.5;37.5;7.0
26.5;22.5;32.5;7.5;45.5;35.5;66.5;233.5;56.5;14.5;12.5;5.0
32.5;26.5;14.5;9.5;62.5;19.5;23.5;166.5;28.5;13.5;12.5;5.0
52.5;16.5;42.5;6.5;38.5;14.5;17.5;141.5;26.5;15.5;32.5;6.0
32.5;26.5;14.5;9.5;62.5;19.5;23.5;166.5;28.5;13.5;12.5;5.0
26.5;20.5;30.5;13.5;47.5;31.5;64.5;234.5;57.5;12.5;12.5;5.0
20.5;28.5;12.5;13.5;41.5;30.5;43.5;141.5;48.5;12.5;12.5;6.0
26.5;20.5;30.5;13.5;47.5;31.5;64.5;234.5;57.5;12.5;12.5;5.0
55.5;21.5;47.5;22.5;57.5;20.5;84.5;323.5;27.5;7.5;12.5;5.0
32.5;51.5;8.5;13.5;44.5;19.5;37.5;235.5;51.5;26.5;22.5;6.0
11.5;62.5;2.5;17.5;52.5;3.5;7.5;46.5;81.5;27.5;51.5;7.0
11.5;62.5;2.5;17.5;52.5;3.5;7.5;46.5;81.5;27.5;51.5;7.0
44.5;97.5;36.5;5.5;15.5;4.5;6.5;141.5;24.5;12.5;8.5;6.0
19.5;68.5;2.5;8.5;20.5;7.5;8.5;8.5;59.5;17.5;52.5;6.0
30.5;32.5;32.5;17.5;27.5;6.5;8.5;99.5;56.5;36.5;38.5;7.0
54.5;21.5;40.5;6.5;23.5;31.5;43.5;222.5;38.5;46.5;28.5;7.0
46.5;15.5;35.5;14.5;28.5;13.5;23.5;110.5;38.5;48.5;40.5;7.0
23.5;22.5;34.5;11.5;32.5;4.5;4.5;18.5;48.5;19.5;51.5;7.0
37.5;32.5;31.5;7.5;46.5;27.5;41.5;169.5;37.5;18.5;24.5;5.0
23.5;22.5;34.5;11.5;32.5;4.5;4.5;18.5;48.5;19.5;51.5;7.0
46.5;15.5;35.5;14.5;28.5;13.5;23.5;110.5;38.5;48.5;40.5;7.0
46.5;16.5;36.5;13.5;29.5;12.5;21.5;110.5;38.5;48.5;40.5;7.0
44.5;21.5;42.5;36.5;73.5;12.5;20.5;136.5;35.5;34.5;43.5;7.0
51.5;39.5;38.5;27.5;77.5;26.5;51.5;252.5;30.5;32.5;32.5;5.0
44.5;14.5;47.5;9.5;32.5;7.5;8.5;35.5;37.5;19.5;46.5;7.0
44.5;18.5;33.5;13.5;53.5;12.5;15.5;148.5;29.5;19.5;25.5;6.0
32.5;118.5;17.5;15.5;66.5;11.5;28.5;170.5;35.5;12.5;21.5;5.0
30.5;72.5;2.5;7.5;57.5;22.5;27.5;190.5;50.5;22.5;21.5;6.0
35.5;48.5;18.5;13.5;80.5;3.5;3.5;78.5;34.5;22.5;35.5;6.0
60.5;26.5;48.5;17.5;40.5;14.5;23.5;167.5;18.5;48.5;37.5;6.0
44.5;25.5;42.5;17.5;33.5;12.5;24.5;94.5;39.5;39.5;49.5;7.0
35.5;4.5;39.5;2.5;14.5;36.5;102.5;6.5;5.5;8.5;50.5;6.0
35.5;4.5;39.5;2.5;14.5;36.5;102.5;6.5;5.5;8.5;50.5;6.0
25.5;39.5;16.5;11.5;43.5;10.5;19.5;191.5;65.5;25.5;25.5;5.0
68.5;22.5;68.5;21.5;83.5;3.5;4.5;196.5;32.5;17.5;42.5;6.0
68.5;22.5;68.5;21.5;83.5;3.5;4.5;196.5;32.5;17.5;42.5;6.0
25.5;40.5;11.5;15.5;27.5;4.5;5.5;157.5;47.5;18.5;26.5;5.0
37.5;18.5;44.5;19.5;63.5;3.5;5.5;106.5;39.5;19.5;46.5;6.0
32.5;48.5;3.5;11.5;53.5;12.5;14.5;147.5;44.5;20.5;26.5;7.0
41.5;95.5;2.5;27.5;60.5;17.5;39.5;298.5;45.5;24.5;25.5;6.0
34.5;17.5;34.5;12.5;31.5;14.5;32.5;41.5;53.5;20.5;49.5;6.0
19.5;89.5;2.5;17.5;30.5;28.5;48.5;46.5;61.5;16.5;39.5;5.0
27.5;20.5;23.5;22.5;40.5;42.5;64.5;159.5;49.5;18.5;22.5;6.0
32.5;48.5;3.5;11.5;53.5;12.5;14.5;147.5;44.5;20.5;26.5;7.0
26.5;50.5;2.5;15.5;56.5;9.5;10.5;94.5;54.5;19.5;38.5;7.0
28.5;45.5;3.5;11.5;58.5;9.5;11.5;109.5;47.5;22.5;33.5;7.0
36.5;93.5;2.5;43.5;60.5;5.5;10.5;310.5;48.5;17.5;16.5;5.0
30.5;47.5;10.5;24.5;54.5;14.5;23.5;163.5;42.5;23.5;25.5;6.0
44.5;79.5;20.5;22.5;42.5;15.5;44.5;265.5;32.5;11.5;17.5;6.0
56.5;24.5;36.5;21.5;50.5;5.5;13.5;226.5;29.5;29.5;28.5;7.0
31.5;17.5;36.5;22.5;47.5;26.5;31.5;36.5;34.5;23.5;48.5;7.0
28.5;108.5;12.5;11.5;39.5;20.5;52.5;219.5;47.5;20.5;9.5;5.0
42.5;29.5;43.5;65.5;43.5;25.5;38.5;123.5;36.5;41.5;49.5;7.0
44.5;39.5;23.5;17.5;53.5;21.5;35.5;232.5;45.5;47.5;34.5;6.0
29.5;114.5;2.5;17.5;53.5;16.5;28.5;274.5;70.5;31.5;23.5;5.0
24.5;38.5;21.5;9.5;44.5;13.5;22.5;135.5;50.5;28.5;18.5;6.0
44.5;39.5;23.5;17.5;53.5;21.5;35.5;232.5;45.5;47.5;34.5;6.0
50.5;26.5;43.5;73.5;34.5;18.5;35.5;310.5;41.5;45.5;32.5;7.0
19.5;26.5;35.5;33.5;11.5;12.5;49.5;20.5;48.5;26.5;45.5;6.0
24.5;33.5;2.5;5.5;35.5;32.5;34.5;72.5;44.5;22.5;37.5;6.0
31.5;86.5;2.5;9.5;41.5;33.5;41.5;175.5;43.5;26.5;29.5;6.0
26.5;32.5;19.5;11.5;47.5;27.5;47.5;190.5;61.5;28.5;25.5;5.0
48.5;38.5;38.5;9.5;46.5;3.5;10.5;239.5;39.5;42.5;32.5;6.0
48.5;39.5;38.5;11.5;49.5;6.5;13.5;240.5;39.5;41.5;31.5;6.0
26.5;32.5;19.5;11.5;47.5;27.5;47.5;190.5;61.5;28.5;25.5;5.0
40.5;35.5;61.5;5.5;122.5;16.5;41.5;239.5;15.5;84.5;9.5;5.0
11.5;52.5;7.5;21.5;38.5;19.5;21.5;16.5;68.5;19.5;52.5;5.0
38.5;19.5;44.5;19.5;35.5;9.5;16.5;68.5;50.5;41.5;50.5;7.0
37.5;59.5;29.5;13.5;60.5;5.5;73.5;270.5;25.5;26.5;8.5;6.0
37.5;59.5;29.5;13.5;60.5;5.5;73.5;270.5;25.5;26.5;8.5;6.0
44.5;37.5;55.5;42.5;65.5;3.5;6.5;159.5;33.5;23.5;44.5;7.0
31.5;31.5;27.5;41.5;68.5;28.5;86.5;286.5;27.5;21.5;8.5;5.0
54.5;42.5;59.5;21.5;58.5;30.5;48.5;244.5;31.5;40.5;39.5;7.0
44.5;37.5;55.5;42.5;65.5;3.5;6.5;159.5;33.5;23.5;44.5;7.0
71.5;9.5;59.5;11.5;39.5;3.5;4.5;294.5;26.5;34.5;19.5;6.0
46.5;28.5;52.5;11.5;36.5;7.5;12.5;81.5;33.5;33.5;48.5;8.0
35.5;25.5;46.5;12.5;63.5;6.5;11.5;143.5;42.5;28.5;37.5;6.0
57.5;15.5;67.5;21.5;40.5;6.5;13.5;145.5;34.5;27.5;41.5;6.0
37.5;78.5;11.5;13.5;32.5;5.5;6.5;65.5;40.5;21.5;41.5;6.0
32.5;53.5;20.5;21.5;48.5;6.5;16.5;187.5;41.5;24.5;23.5;6.0
21.5;41.5;10.5;21.5;35.5;13.5;22.5;38.5;52.5;36.5;48.5;7.0
66.5;17.5;55.5;17.5;25.5;3.5;6.5;149.5;14.5;47.5;32.5;7.0
66.5;17.5;55.5;17.5;25.5;3.5;6.5;149.5;14.5;47.5;32.5;7.0
35.5;55.5;37.5;27.5;51.5;28.5;48.5;237.5;43.5;26.5;31.5;5.0
48.5;19.5;47.5;6.5;22.5;19.5;33.5;101.5;30.5;53.5;34.5;7.0
30.5;84.5;22.5;71.5;63.5;30.5;88.5;318.5;32.5;22.5;9.5;5.0
27.5;21.5;28.5;11.5;48.5;33.5;71.5;224.5;52.5;22.5;13.5;6.0
35.5;55.5;35.5;26.5;53.5;16.5;33.5;251.5;43.5;22.5;29.5;6.0
30.5;84.5;22.5;71.5;63.5;30.5;88.5;318.5;32.5;22.5;9.5;5.0
46.5;11.5;36.5;13.5;36.5;45.5;63.5;280.5;56.5;50.5;23.5;7.0
54.5;18.5;58.5;13.5;38.5;3.5;4.5;127.5;27.5;37.5;37.5;6.0
41.5;24.5;67.5;67.5;45.5;3.5;4.5;296.5;39.5;22.5;33.5;5.0
41.5;24.5;67.5;67.5;45.5;3.5;4.5;296.5;39.5;22.5;33.5;5.0
34.5;16.5;70.5;71.5;15.5;38.5;113.5;22.5;13.5;15.5;46.5;7.0
58.5;13.5;58.5;5.5;12.5;3.5;4.5;86.5;28.5;15.5;41.5;6.0
34.5;16.5;70.5;71.5;15.5;38.5;289.5;22.5;13.5;15.5;46.5;7.0
27.5;25.5;32.5;11.5;38.5;31.5;66.5;228.5;54.5;23.5;13.5;6.0
42.5;31.5;47.5;21.5;37.5;32.5;55.5;180.5;45.5;41.5;43.5;6.0
27.5;25.5;32.5;11.5;38.5;31.5;66.5;228.5;54.5;23.5;13.5;6.0
23.5;37.5;10.5;11.5;39.5;40.5;60.5;122.5;24.5;13.5;16.5;5.0
40.5;20.5;42.5;51.5;20.5;3.5;5.5;264.5;50.5;30.5;39.5;7.0
34.5;5.5;44.5;7.5;22.5;18.5;26.5;58.5;41.5;33.5;35.5;6.0
71.5;29.5;56.5;6.5;60.5;22.5;37.5;262.5;14.5;40.5;19.5;7.0
71.5;29.5;56.5;6.5;60.5;22.5;37.5;262.5;14.5;40.5;19.5;7.0
55.5;12.5;56.5;12.5;48.5;43.5;70.5;77.5;10.5;27.5;41.5;8.0
34.5;20.5;44.5;13.5;51.5;8.5;15.5;134.5;47.5;24.5;37.5;6.0
25.5;43.5;11.5;13.5;46.5;10.5;12.5;92.5;55.5;23.5;38.5;6.0
47.5;17.5;38.5;17.5;44.5;11.5;27.5;178.5;45.5;50.5;43.5;7.0
21.5;75.5;11.5;58.5;78.5;9.5;13.5;207.5;47.5;13.5;31.5;6.0
49.5;28.5;49.5;22.5;52.5;6.5;16.5;282.5;27.5;14.5;26.5;5.0
21.5;75.5;11.5;58.5;78.5;9.5;13.5;207.5;47.5;13.5;31.5;6.0
41.5;41.5;40.5;6.5;61.5;5.5;14.5;215.5;32.5;16.5;12.5;5.0
35.5;17.5;47.5;15.5;110.5;5.5;12.5;38.5;27.5;45.5;48.5;7.0
41.5;41.5;40.5;6.5;61.5;5.5;14.5;215.5;32.5;16.5;12.5;5.0
39.5;20.5;44.5;15.5;37.5;23.5;32.5;53.5;23.5;42.5;47.5;6.0
29.5;38.5;29.5;15.5;36.5;14.5;21.5;53.5;47.5;27.5;43.5;6.0
16.5;37.5;11.5;9.5;43.5;18.5;26.5;59.5;57.5;18.5;35.5;6.0
29.5;38.5;29.5;15.5;36.5;14.5;21.5;53.5;47.5;27.5;43.5;6.0
35.5;37.5;36.5;17.5;38.5;16.5;21.5;39.5;40.5;30.5;47.5;6.0
18.5;47.5;30.5;15.5;13.5;13.5;45.5;44.5;53.5;24.5;51.5;5.0
37.5;9.5;44.5;12.5;34.5;9.5;13.5;45.5;33.5;18.5;46.5;6.0
46.5;16.5;43.5;13.5;33.5;10.5;20.5;117.5;39.5;49.5;40.5;7.0
36.5;86.5;12.5;33.5;55.5;4.5;9.5;310.5;48.5;13.5;13.5;5.0
63.5;36.5;45.5;15.5;100.5;27.5;62.5;297.5;29.5;40.5;31.5;6.0
38.5;42.5;2.5;5.5;35.5;6.5;10.5;164.5;37.5;28.5;21.5;6.0
9.5;31.5;29.5;13.5;57.5;23.5;51.5;86.5;84.5;28.5;46.5;7.0
34.5;19.5;43.5;6.5;21.5;6.5;31.5;56.5;41.5;35.5;33.5;6.0
44.5;10.5;41.5;7.5;39.5;3.5;6.5;236.5;24.5;23.5;13.5;6.0
5.5;28.5;52.5;46.5;11.5;29.5;76.5;6.5;61.5;30.5;60.5;6.0
25.5;68.5;9.5;22.5;56.5;15.5;17.5;149.5;50.5;24.5;36.5;6.0
25.5;68.5;9.5;22.5;56.5;15.5;17.5;149.5;50.5;24.5;36.5;6.0
25.5;68.5;9.5;22.5;56.5;15.5;17.5;149.5;50.5;24.5;36.5;6.0
26.5;26.5;14.5;15.5;30.5;14.5;20.5;15.5;42.5;17.5;56.5;6.0
11.5;62.5;2.5;22.5;31.5;7.5;11.5;15.5;64.5;22.5;52.5;5.0
34.5;43.5;36.5;22.5;41.5;8.5;13.5;11.5;32.5;36.5;54.5;8.0
21.5;39.5;2.5;11.5;27.5;21.5;24.5;35.5;56.5;19.5;46.5;6.0
18.5;36.5;2.5;5.5;20.5;27.5;29.5;11.5;57.5;12.5;46.5;6.0
62.5;28.5;39.5;12.5;46.5;17.5;25.5;220.5;24.5;29.5;35.5;6.0
20.5;48.5;2.5;17.5;61.5;3.5;9.5;141.5;74.5;26.5;38.5;4.0
43.5;10.5;37.5;9.5;20.5;13.5;23.5;54.5;26.5;23.5;36.5;7.0
13.5;15.5;28.5;9.5;28.5;3.5;7.5;6.5;51.5;18.5;58.5;6.0
18.5;82.5;2.5;28.5;37.5;26.5;48.5;47.5;63.5;24.5;38.5;6.0
55.5;32.5;35.5;26.5;60.5;28.5;85.5;305.5;34.5;32.5;21.5;5.0
60.5;32.5;37.5;33.5;57.5;24.5;66.5;291.5;33.5;33.5;26.5;6.0
46.5;51.5;2.5;12.5;23.5;5.5;6.5;281.5;30.5;27.5;25.5;6.0
14.5;5.5;23.5;9.5;10.5;53.5;108.5;30.5;44.5;8.5;13.5;5.0
29.5;22.5;36.5;11.5;40.5;18.5;34.5;26.5;50.5;52.5;60.5;7.0
27.5;37.5;9.5;58.5;54.5;10.5;14.5;227.5;49.5;32.5;35.5;7.0
40.5;14.5;37.5;9.5;26.5;6.5;11.5;118.5;42.5;38.5;41.5;7.0
35.5;11.5;45.5;9.5;32.5;22.5;46.5;80.5;50.5;24.5;42.5;6.0
59.5;41.5;47.5;13.5;45.5;6.5;9.5;282.5;34.5;40.5;37.5;6.0
59.5;41.5;47.5;13.5;45.5;6.5;9.5;282.5;34.5;40.5;37.5;6.0
30.5;29.5;17.5;38.5;68.5;29.5;90.5;286.5;26.5;22.5;8.5;5.0
37.5;40.5;26.5;13.5;44.5;16.5;82.5;278.5;46.5;28.5;13.5;6.0
28.5;28.5;32.5;9.5;45.5;33.5;75.5;231.5;53.5;29.5;13.5;6.0
37.5;25.5;34.5;22.5;45.5;24.5;67.5;183.5;39.5;49.5;33.5;6.0
24.5;34.5;13.5;21.5;8.5;6.5;8.5;35.5;42.5;29.5;37.5;6.0
25.5;8.5;32.5;11.5;30.5;16.5;16.5;219.5;73.5;46.5;21.5;6.0
28.5;18.5;25.5;19.5;31.5;35.5;66.5;161.5;55.5;26.5;22.5;5.0
37.5;6.5;45.5;22.5;41.5;31.5;47.5;219.5;65.5;45.5;25.5;6.0
33.5;39.5;14.5;11.5;104.5;6.5;17.5;168.5;40.5;51.5;18.5;6.0
55.5;29.5;47.5;65.5;36.5;6.5;10.5;239.5;33.5;13.5;41.5;7.0
33.5;26.5;44.5;13.5;51.5;9.5;17.5;120.5;51.5;30.5;39.5;6.0
55.5;21.5;49.5;13.5;26.5;6.5;7.5;158.5;35.5;16.5;43.5;6.0
37.5;19.5;34.5;27.5;32.5;4.5;8.5;88.5;42.5;40.5;51.5;7.0
16.5;48.5;25.5;22.5;9.5;16.5;66.5;35.5;58.5;29.5;48.5;6.0
38.5;51.5;27.5;17.5;79.5;9.5;34.5;179.5;27.5;17.5;18.5;5.0
51.5;31.5;37.5;15.5;48.5;17.5;34.5;181.5;35.5;30.5;34.5;6.0
21.5;48.5;2.5;17.5;64.5;48.5;59.5;133.5;71.5;32.5;37.5;6.0
38.5;51.5;27.5;17.5;79.5;9.5;34.5;179.5;27.5;17.5;18.5;5.0
40.5;4.5;53.5;10.5;36.5;45.5;84.5;118.5;45.5;40.5;41.5;7.0
6.5;40.5;20.5;15.5;7.5;16.5;96.5;13.5;58.5;51.5;52.5;7.0
